City_Tier,CC_Contacted_LY,Service_Score,Account_user_count,account_segment,CC_Agent_Score,rev_per_month,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Loyalty_Score,Tenure_Group,Payment_CC,Payment_DC,Payment_Wallet,Payment_UPI,Gender_Male,Marital_Status_Married,Marital_Status_Single,Login_device_Computer,Login_device_Mobile,Complain_ly_1.0,Churn
0,2.017087469845246,2,-0.6976968164190572,3,0,-0.24734026506113888,0.47665511026657337,-0.8791037452125816,0.6870223683992663,-0.34615312092887685,-1.644072791046947,2,0,0,0,0,1,1,0,0,1,0,0
0,-0.0934547715742012,3,0.2954010454819943,3,2,0.0857390949893987,1.8087052256487834,0.544852100638755,1.255557782522912,0.23147075364821285,0.3232057701593303,2,0,1,0,0,1,1,0,1,0,0,0
0,-0.0934547715742012,2,-0.6976968164190572,2,2,1.1930756552244597,-0.05616493588631064,-0.4044517965954694,-0.45004845984802494,-0.9154315525296208,-0.19395585128158846,2,0,1,0,0,1,1,0,0,1,1,0
0,0.6100593088989478,4,0.2954010454819943,0,2,1.3520348823967834,-0.05616493588631064,-0.4044517965954694,-0.45004845984802494,0.8273751223639649,-0.03255063747457167,0,1,0,0,0,0,1,0,0,1,0,0
0,-0.21070711831972602,4,0.2954010454819943,2,0,0.8264746454438883,-0.5889849820391947,-0.4044517965954694,-0.45004845984802494,-0.35390246083548416,-0.24048933495695035,4,0,1,0,0,1,1,0,1,0,1,1
2,-0.32795946506525087,2,1.288498907383046,3,2,1.018955522346246,-0.8553950051156366,-0.4044517965954694,-0.45004845984802494,-0.5279645571992716,-0.07580525678963951,0,0,0,1,0,0,0,1,0,1,0,1
0,-0.32795946506525087,2,0.2954010454819943,1,2,0.8264746454438883,-0.8553950051156366,1.0195040492558671,0.9712900754610891,2.2526575621099107,1.9590455266920073,1,1,0,0,0,0,1,0,0,1,1,0
2,-0.4452118118107757,4,0.2954010454819943,0,4,-0.24734026506113888,-0.3225749589627526,0.544852100638755,-0.45004845984802494,0.8214140916665753,0.5789780078066594,0,0,0,1,0,0,1,0,1,0,0,0
0,-0.5624641585563005,2,-0.6976968164190572,2,2,0.36735368127907075,-0.8553950051156366,0.07020015202164279,-1.3028515810334933,-0.29369605079184524,0.1915499684967342,0,0,1,0,0,0,1,0,1,0,1,0
0,-1.1487258922839247,3,-2.6838925402211604,2,0,-1.921292242872475,-0.5889849820391947,-0.8791037452125816,-0.7343161669098478,-1.0076288273159195,-0.7939737872167717,2,1,0,0,0,1,1,0,0,1,1,0
0,1.313573389372097,4,-1.6907946783201089,0,3,1.018955522346246,0.7430651333430154,1.9688079464900916,-0.45004845984802494,-0.29369605079184524,0.4057053510641126,2,0,1,0,0,0,1,0,0,1,0,0
2,-0.914221198792875,3,-0.6976968164190572,3,2,0.8264746454438883,-0.5889849820391947,-0.4044517965954694,-1.3028515810334933,-0.6428137486356521,0.39025150417337595,1,0,0,1,0,0,0,0,1,0,0,0
2,-0.5624641585563005,2,-0.6976968164190572,3,3,0.0857390949893987,1.2758851794958994,3.86741574095854,0.11848695427562071,-0.521407423432143,1.7806281918791764,4,0,0,1,0,0,0,0,0,1,1,0
2,1.6653304296086713,3,-0.6976968164190572,3,0,-1.921292242872475,0.47665511026657337,0.07020015202164279,-0.7343161669098478,-0.703020158679291,-1.6983962166770814,0,0,0,1,0,1,1,0,1,0,0,0
0,-0.7969688520473502,3,-1.6907946783201089,3,3,-0.6549964554650904,1.2758851794958994,-0.4044517965954694,-0.1657807527862021,0.12695401542064136,-0.15258124018215102,4,0,1,0,0,1,1,0,0,1,1,0
2,-0.914221198792875,4,0.2954010454819943,3,4,-0.6549964554650904,0.7430651333430154,-0.4044517965954694,-0.1657807527862021,-0.26011557786321504,-0.23046655237542257,4,0,0,0,1,1,1,0,0,1,1,0
0,0.14104992191684845,3,-0.6976968164190572,2,0,-0.24734026506113888,1.2758851794958994,1.4941559978729795,0.6870223683992663,2.9673136103586,1.3907328101276935,4,1,0,0,0,1,0,1,1,0,0,0
2,1.6653304296086713,2,0.2954010454819943,3,4,0.36735368127907075,-0.3225749589627526,-0.4044517965954694,-1.0185838739716706,-0.25971817581672213,-1.3023122020008413,4,0,0,1,0,0,0,1,1,0,0,1
2,0.2583022686623733,2,-0.6976968164190572,3,0,0.0857390949893987,-0.05616493588631064,-0.4044517965954694,0.6870223683992663,-0.6950721177494376,-0.8140677135188578,4,0,0,1,0,1,0,1,0,1,0,0
0,-0.6797165053018254,4,1.288498907383046,3,2,-1.1805566924179858,0.47665511026657337,-0.4044517965954694,0.9712900754610891,-0.3843037173921731,-0.3410821270767795,2,1,0,0,0,1,1,0,0,1,0,0
2,0.37555461540789814,4,1.288498907383046,3,2,1.018955522346246,0.47665511026657337,0.07020015202164279,-0.1657807527862021,0.1472215197917675,0.27367662803214554,1,1,0,0,0,0,0,1,0,1,0,0
2,0.14104992191684845,3,-0.6976968164190572,0,4,1.018955522346246,-0.5889849820391947,-0.4044517965954694,-0.7343161669098478,0.6672220976274211,0.39209798599283635,1,0,0,1,0,1,1,0,0,1,1,0
2,-1.0314735455383999,3,1.288498907383046,3,2,0.0857390949893987,0.7430651333430154,0.07020015202164279,0.40275466133744353,-0.05048599833833354,0.5848562861164969,2,0,1,0,0,1,1,0,1,0,0,0
2,-0.7969688520473502,2,-0.6976968164190572,3,0,-0.24734026506113888,1.8087052256487834,0.544852100638755,0.6870223683992663,-0.6489734803562884,0.5877293226514015,1,0,0,1,0,0,1,0,0,1,1,0
0,1.4308257361176215,2,0.2954010454819943,2,4,0.0857390949893987,-0.05616493588631064,-0.4044517965954694,-0.45004845984802494,-0.2958817620475552,-1.0570150810844425,2,1,0,0,0,0,1,0,0,1,1,0
0,-0.0934547715742012,4,0.2954010454819943,2,4,0.0857390949893987,-0.3225749589627526,-0.4044517965954694,-0.1657807527862021,-0.5239905367343451,-0.48054168911448913,0,0,1,0,0,1,0,1,0,1,1,1
0,-1.0314735455383999,3,0.2954010454819943,0,0,0.0857390949893987,-0.3225749589627526,0.07020015202164279,0.9712900754610891,0.6109897080487087,1.0076818020718903,1,0,1,0,0,1,1,0,0,1,0,0
0,0.6100593088989478,3,-1.6907946783201089,3,2,0.0857390949893987,0.21024508719013135,0.07020015202164279,0.9712900754610891,-0.04154445229224878,-0.5047930993048496,4,0,1,0,0,1,1,0,0,1,0,0
0,-0.6797165053018254,2,0.2954010454819943,2,3,0.6112993319422937,0.7430651333430154,-0.4044517965954694,-0.7343161669098478,-0.9356990569007471,-0.12315587415281279,2,0,1,0,0,0,0,0,0,1,0,0
0,0.37555461540789814,4,0.2954010454819943,4,4,0.8264746454438883,2.3415252718016673,0.07020015202164279,-1.0185838739716706,-0.29369605079184524,0.09104275526406182,1,0,1,0,0,1,0,0,0,1,0,0
0,-1.2659782390294496,3,0.2954010454819943,4,1,0.8264746454438883,1.0094751564194573,1.9688079464900916,0.9712900754610891,-0.29369605079184524,2.1137635580328755,3,1,0,0,0,0,0,1,0,1,0,0
1,-0.914221198792875,3,-2.6838925402211604,3,4,0.8264746454438883,0.21024508719013135,-0.4044517965954694,-0.45004845984802494,-0.3042272050239009,0.4635590406939415,1,1,0,0,0,1,1,0,1,0,0,0
0,2.486096856827345,4,0.2954010454819943,3,4,1.4982631963571749,1.5422952025723413,-0.4044517965954694,-1.0185838739716706,0.2722044634137108,-1.192859188279457,4,1,0,0,0,1,0,0,0,1,1,1
2,-0.0934547715742012,4,0.2954010454819943,3,2,0.0857390949893987,-0.3225749589627526,-0.4044517965954694,-0.45004845984802494,0.1307293348623222,-0.27145578853700625,4,1,0,0,0,0,1,0,0,1,0,0
0,0.8445640023899975,3,0.2954010454819943,0,1,-0.24734026506113888,-1.1218050281920786,-0.4044517965954694,-0.45004845984802494,0.7667713102738337,-0.4671462258919337,2,0,1,0,0,1,0,1,1,0,0,0
0,-0.0934547715742012,3,-0.6976968164190572,4,2,0.0857390949893987,1.2758851794958994,-0.4044517965954694,-0.1657807527862021,1.9295696983113737,0.9310970542189563,3,0,1,0,0,1,0,0,0,1,0,0
0,-0.7969688520473502,3,-0.6976968164190572,2,3,-0.6549964554650904,-0.5889849820391947,-0.4044517965954694,0.6870223683992663,-1.0501508462906346,-0.4767809406936358,0,0,0,0,0,1,0,1,1,0,0,0
0,-0.32795946506525087,3,1.288498907383046,0,3,-0.24734026506113888,-1.1218050281920786,1.4941559978729795,1.255557782522912,1.6400623074414669,1.486455130304969,1,1,0,0,0,1,1,0,1,0,0,0
0,0.8445640023899975,3,-0.6976968164190572,2,3,0.0857390949893987,1.2758851794958994,-0.8791037452125816,-1.3028515810334933,-0.29369605079184524,-0.9671869402730672,2,0,1,0,0,1,1,0,0,1,0,0
0,-0.0934547715742012,3,-0.6976968164190572,2,2,-1.1805566924179858,-1.1218050281920786,-0.4044517965954694,-0.45004845984802494,-0.9708691380153481,-1.0588237246201861,4,0,1,0,0,1,1,0,0,0,0,0
0,-1.1487258922839247,2,-0.6976968164190572,3,1,-0.6549964554650904,-1.3882150512685207,-0.4044517965954694,-0.1657807527862021,-0.12400537693947707,0.3597791858594012,1,0,0,0,0,1,1,0,0,1,0,0
1,-0.5624641585563005,2,0.2954010454819943,3,1,1.4982631963571749,-1.3882150512685207,-0.8791037452125816,-0.1657807527862021,-0.5164398978509847,0.07917394583015828,2,0,1,0,0,0,0,0,0,1,0,0
2,0.14104992191684845,3,2.2815967692840973,4,2,1.4982631963571749,-1.1218050281920786,3.86741574095854,1.8240931966465577,1.5166689720054944,2.744974096122718,2,0,1,0,0,1,1,0,1,0,0,1
0,2.486096856827345,3,1.288498907383046,2,3,0.8264746454438883,1.5422952025723413,-0.4044517965954694,-0.45004845984802494,-0.49478148631713426,-1.6615314271898542,4,1,0,0,0,1,0,1,0,1,1,1
2,-0.914221198792875,4,0.2954010454819943,3,2,0.0857390949893987,-0.3225749589627526,0.07020015202164279,-1.0185838739716706,-0.18401308595986926,0.21951220154788373,4,0,1,0,0,0,0,1,0,1,0,1
1,-0.5624641585563005,2,-0.6976968164190572,2,0,0.0857390949893987,1.0094751564194573,-0.4044517965954694,-0.7343161669098478,-0.8476745036026214,-0.2866386914307378,2,0,0,0,1,1,1,0,0,1,0,0
0,2.2515921633362956,4,2.2815967692840973,2,2,0.36735368127907075,0.21024508719013135,0.07020015202164279,-0.1657807527862021,-0.5361112991523712,-1.2547216501613363,2,1,0,0,0,1,1,0,0,1,0,0
0,-1.1487258922839247,3,0.2954010454819943,2,2,-0.24734026506113888,-1.1218050281920786,0.544852100638755,0.6870223683992663,-1.040215795128318,0.32231048855302896,2,0,1,0,0,1,1,0,0,1,0,0
2,-0.7969688520473502,2,0.2954010454819943,3,2,-1.1805566924179858,-1.3882150512685207,-0.4044517965954694,-0.45004845984802494,-0.4488815499472313,1.8089855813788804,3,0,0,1,0,1,0,1,0,1,1,1
0,2.017087469845246,2,0.2954010454819943,4,2,-1.921292242872475,-0.3225749589627526,3.86741574095854,0.6870223683992663,1.7968374147828232,1.2932415882658366,1,0,1,0,0,1,1,0,0,1,0,0
0,1.4308257361176215,2,1.288498907383046,2,2,-0.6549964554650904,-0.5889849820391947,-0.8791037452125816,-0.1657807527862021,-0.8534368332767649,-1.4901567042707478,1,1,0,0,0,1,0,1,1,0,0,0
2,-0.914221198792875,3,0.2954010454819943,2,3,-1.1805566924179858,-1.1218050281920786,-0.4044517965954694,-0.45004845984802494,-0.29369605079184524,-0.4010191648996707,4,0,0,0,0,0,0,1,1,0,1,1
2,0.49280696215342296,3,-0.6976968164190572,0,3,-1.921292242872475,-0.3225749589627526,0.544852100638755,1.255557782522912,0.003361978961422282,-0.5249874646512901,2,0,0,1,0,1,1,0,0,1,0,0
0,-0.5624641585563005,3,0.2954010454819943,3,3,0.0857390949893987,-0.5889849820391947,0.07020015202164279,-0.1657807527862021,-0.4890191566429908,0.09671805288499198,2,1,0,0,0,1,1,0,1,0,1,1
0,-0.0934547715742012,2,0.2954010454819943,4,3,-0.24734026506113888,-0.05616493588631064,-0.8791037452125816,-0.45004845984802494,1.0211086200291402,0.21982747216427437,1,0,0,0,0,0,0,1,0,1,0,0
0,1.0790686958810471,3,0.2954010454819943,3,2,0.0857390949893987,-0.8553950051156366,0.07020015202164279,-0.1657807527862021,-0.12599238717194028,-0.1392057054814456,3,0,1,0,0,0,0,1,1,0,0,0
1,-0.21070711831972602,4,0.2954010454819943,2,2,0.0857390949893987,-0.3225749589627526,0.07020015202164279,0.11848695427562071,-0.2787934740483703,-0.03091426519933713,2,0,0,0,1,1,1,0,0,1,0,0
0,-1.1487258922839247,2,-0.6976968164190572,1,2,-1.921292242872475,0.7430651333430154,-0.8791037452125816,1.255557782522912,2.2717328603415594,0.511806825558247,1,1,0,0,0,1,1,0,0,1,0,0
0,0.02379757517132363,2,0.2954010454819943,0,3,-0.6549964554650904,-0.3225749589627526,-0.4044517965954694,-0.1657807527862021,0.6455636860935707,0.29536130514933345,3,0,0,0,0,0,1,0,0,1,1,0
0,-1.0314735455383999,3,-0.6976968164190572,3,1,1.018955522346246,0.21024508719013135,0.07020015202164279,0.9712900754610891,-0.08903399684812208,0.6702364719617117,0,1,0,0,0,0,0,1,0,0,0,0
0,1.7825827763541962,2,0.2954010454819943,2,4,-0.24734026506113888,-0.05616493588631064,-0.8791037452125816,-0.45004845984802494,-1.0346521664774206,-2.0277267476436855,4,0,0,0,0,1,1,0,0,1,0,0
0,1.0790686958810471,3,0.2954010454819943,2,2,0.36735368127907075,-0.05616493588631064,1.4941559978729795,0.9712900754610891,-0.5780372150573477,-0.1639640023051652,4,0,1,0,0,0,0,1,0,1,1,1
0,-0.6797165053018254,1,0.2954010454819943,0,4,0.6112993319422937,1.2758851794958994,1.0195040492558671,0.9712900754610891,0.035948946773821176,1.3186095789232501,1,1,0,0,0,0,0,1,1,0,0,0
2,-0.32795946506525087,3,-1.6907946783201089,0,2,0.0857390949893987,1.2758851794958994,0.07020015202164279,0.9712900754610891,0.5915170077705683,0.47873732745779796,1,0,1,0,0,1,0,1,0,1,0,0
2,-1.1487258922839247,2,-0.6976968164190572,3,0,0.0857390949893987,-0.3225749589627526,0.544852100638755,0.6870223683992663,-0.6956682208191766,0.5773119907685808,2,0,1,0,0,0,0,1,0,1,0,0
0,-0.7969688520473502,4,1.288498907383046,2,2,0.6112993319422937,-0.05616493588631064,-0.4044517965954694,-0.1657807527862021,-0.5953242040797788,-0.08353324071899985,4,1,0,0,0,0,1,0,1,0,0,0
0,0.9618163491355223,4,1.288498907383046,1,4,0.0857390949893987,-0.8553950051156366,0.07020015202164279,-0.1657807527862021,-0.45841919906305506,-0.8082181999697414,4,1,0,0,0,1,1,0,0,1,0,0
2,0.8445640023899975,2,-0.6976968164190572,0,3,-1.1805566924179858,-0.8553950051156366,-0.8791037452125816,1.255557782522912,-0.07174700782569159,-1.2139607314573437,2,1,0,0,0,1,0,1,1,0,1,0
2,-1.1487258922839247,4,0.2954010454819943,2,2,0.0857390949893987,-0.05616493588631064,0.07020015202164279,-0.45004845984802494,-0.5154463927347527,0.2209985525206209,4,0,0,0,0,1,1,0,1,0,0,1
0,-0.5624641585563005,3,0.2954010454819943,2,0,0.6112993319422937,-0.5889849820391947,-0.4044517965954694,-0.45004845984802494,-1.0871092366144528,-0.3539591345962704,4,1,0,0,0,0,1,0,0,1,0,0
0,-0.5624641585563005,4,0.2954010454819943,2,4,1.018955522346246,1.5422952025723413,0.07020015202164279,-0.45004845984802494,-0.6157904094741511,0.17424197762727864,4,1,0,0,0,1,1,0,0,1,1,1
2,-0.914221198792875,2,0.2954010454819943,3,1,-1.1805566924179858,-1.1218050281920786,3.86741574095854,-0.1657807527862021,-0.43219066399453926,1.642049342543019,4,0,0,1,0,1,0,1,0,1,1,1
0,0.49280696215342296,3,1.288498907383046,2,2,5.558578435022889,-0.05616493588631064,-0.4044517965954694,1.255557782522912,-0.5756528027783916,0.6103440217695724,0,1,0,0,0,1,0,1,0,1,0,0
2,1.899835123099721,4,0.2954010454819943,3,0,1.018955522346246,2.0751152487252256,0.544852100638755,0.9712900754610891,-0.039557442059785564,-0.6168958799781014,0,0,0,1,0,1,1,0,0,1,0,0
0,2.1343398165907708,3,0.2954010454819943,2,0,0.6112993319422937,-0.5889849820391947,0.07020015202164279,-0.1657807527862021,-0.40755173711199383,-0.8518963820241655,1,1,0,0,0,1,1,0,0,1,0,0
0,-1.3832305857749743,3,-2.6838925402211604,2,0,-0.6549964554650904,-0.05616493588631064,-0.4044517965954694,-0.45004845984802494,-0.9384808712261954,-0.09210604080016524,2,0,1,0,0,0,0,1,0,1,0,0
0,-1.2659782390294496,3,0.2954010454819943,0,1,0.36735368127907075,0.47665511026657337,0.07020015202164279,-0.45004845984802494,0.39500169577994465,0.9112506362731523,2,0,0,0,0,0,0,1,0,1,0,0
1,-1.3832305857749743,2,-2.6838925402211604,2,2,-1.1805566924179858,-0.8553950051156366,-0.4044517965954694,-1.3028515810334933,-1.0251145173615968,-0.16409306796083384,2,0,0,0,1,1,0,0,0,1,0,0
0,0.02379757517132363,3,-1.6907946783201089,2,2,0.8264746454438883,-0.3225749589627526,-0.4044517965954694,-0.1657807527862021,-0.5307463715247206,-0.42252476266623995,4,0,1,0,0,0,0,1,1,0,1,1
2,-0.0934547715742012,2,-0.6976968164190572,2,4,0.0857390949893987,1.2758851794958994,-0.4044517965954694,-1.3028515810334933,-1.0954546795907985,-0.7774646919969292,4,0,0,1,0,1,1,0,1,0,0,1
0,-0.21070711831972602,3,1.288498907383046,2,2,-0.6549964554650904,-0.5889849820391947,-0.4044517965954694,1.255557782522912,-0.6551332120769248,-0.6579892182853286,0,1,0,0,0,1,0,1,0,1,0,0
0,-0.21070711831972602,3,0.2954010454819943,3,2,-0.6549964554650904,1.0094751564194573,-0.4044517965954694,1.255557782522912,-0.08048985284853019,-0.3364546988284068,2,1,0,0,0,1,0,1,0,1,0,0
0,-0.914221198792875,2,1.288498907383046,3,2,0.0857390949893987,-1.1218050281920786,-0.4044517965954694,-0.1657807527862021,-0.6076436675210515,-0.09299608749571724,0,1,0,0,0,1,0,0,1,0,0,0
0,-0.4452118118107757,4,1.288498907383046,4,1,0.0857390949893987,-0.05616493588631064,-0.4044517965954694,-0.1657807527862021,2.9673136103586,1.5724768999904921,3,0,1,0,0,1,0,1,0,1,1,0
0,0.37555461540789814,3,0.2954010454819943,3,1,0.0857390949893987,-0.3225749589627526,-0.8791037452125816,-0.7343161669098478,-0.5259775469668084,-0.9991203931633263,4,1,0,0,0,1,0,0,0,1,1,0
0,-1.2659782390294496,3,-0.6976968164190572,0,3,-1.921292242872475,0.47665511026657337,-0.8791037452125816,2.1083609037083804,0.7856479074822351,0.20790719583499204,1,1,0,0,0,0,1,0,1,0,0,0
2,-0.21070711831972602,2,-0.6976968164190572,3,3,0.0857390949893987,1.8087052256487834,-0.4044517965954694,-0.1657807527862021,-0.6775864277037603,-0.24067097829648487,1,0,0,1,0,0,1,0,0,1,0,0
2,-1.0314735455383999,2,0.2954010454819943,3,1,0.36735368127907075,0.21024508719013135,-0.8791037452125816,0.11848695427562071,-0.5627372362673799,0.43304169374351836,3,0,1,0,0,0,0,1,0,1,0,0
0,-1.3832305857749743,3,-0.6976968164190572,2,2,-1.921292242872475,-1.1218050281920786,-0.8791037452125816,-0.7343161669098478,-0.919604274017794,-0.8078639875330549,4,0,1,0,0,1,0,1,0,1,0,0
0,1.7825827763541962,3,0.2954010454819943,1,0,0.0857390949893987,-0.8553950051156366,-0.4044517965954694,-0.45004845984802494,-0.5164398978509847,-1.5020448649830878,4,0,1,0,0,1,1,0,0,1,0,0
0,0.6100593088989478,3,0.2954010454819943,2,0,0.8264746454438883,-0.3225749589627526,0.07020015202164279,0.11848695427562071,-0.5498216697563681,-0.494870181567086,4,1,0,0,0,1,1,0,0,1,1,1
0,1.4308257361176215,3,-0.6976968164190572,2,2,-1.1805566924179858,1.5422952025723413,-0.4044517965954694,-1.3028515810334933,-0.29369605079184524,-1.5227459183551395,4,0,1,0,0,1,1,0,0,1,0,0
0,-1.0314735455383999,3,0.2954010454819943,2,4,1.018955522346246,1.2758851794958994,0.07020015202164279,0.9712900754610891,-0.5555839994305122,0.3870986287145956,4,0,1,0,0,0,0,0,0,1,0,1
0,-0.21070711831972602,2,-0.6976968164190572,3,3,0.0857390949893987,-0.5889849820391947,-0.4044517965954694,-0.45004845984802494,-0.3517167495797742,-0.05446968495904798,1,1,0,0,0,1,0,1,0,1,0,0
0,-0.32795946506525087,4,0.2954010454819943,4,2,1.018955522346246,0.21024508719013135,1.4941559978729795,2.676896317832026,1.6559583893011736,1.8177157255758967,1,0,1,0,0,0,0,1,0,1,0,0
0,-1.3832305857749743,3,-0.6976968164190572,2,3,-1.1805566924179858,-0.8553950051156366,-0.8791037452125816,0.6870223683992663,-0.845488792346912,-0.5206182525849509,4,1,0,0,0,1,1,0,0,1,0,0
0,-0.0934547715742012,4,0.2954010454819943,2,2,-1.1805566924179858,0.47665511026657337,-0.4044517965954694,-0.45004845984802494,-0.5601541229651776,-0.6311440406282681,2,1,0,0,0,1,0,0,1,0,0,0
2,0.8445640023899975,3,0.2954010454819943,0,2,0.6112993319422937,1.0094751564194573,0.07020015202164279,-0.45004845984802494,0.6805350661849252,-0.06799754302541786,2,1,0,0,0,1,1,0,0,1,0,0
2,0.02379757517132363,3,1.288498907383046,1,3,0.6112993319422937,0.21024508719013135,0.07020015202164279,1.255557782522912,2.699536163390914,1.3482345402442804,1,0,1,0,0,0,0,0,0,0,0,0
0,2.1343398165907708,3,0.2954010454819943,3,2,0.0857390949893987,0.7430651333430154,-0.4044517965954694,0.9712900754610891,0.15059943718695548,-1.1856224459860218,2,0,0,0,0,1,1,0,0,1,0,0
0,-1.0314735455383999,3,1.288498907383046,2,2,0.0857390949893987,-0.3225749589627526,-0.4044517965954694,-1.0185838739716706,-0.6348657077057986,0.02738943708939845,2,1,0,0,0,1,1,0,1,0,0,0
0,-0.32795946506525087,3,-0.6976968164190572,2,2,0.36735368127907075,0.47665511026657337,-0.8791037452125816,-0.7343161669098478,-1.117907895217634,-0.8028006474131906,4,1,0,0,0,0,1,0,0,1,0,0
0,0.02379757517132363,4,0.2954010454819943,2,0,0.36735368127907075,2.6079352948781094,0.07020015202164279,0.11848695427562071,-0.6026761419398932,-0.3101773870413322,4,1,0,0,0,1,1,0,0,1,0,0
0,0.8445640023899975,3,0.2954010454819943,3,2,-0.24734026506113888,-0.3225749589627526,0.07020015202164279,1.255557782522912,-0.137715747543474,-0.29765802696982063,1,1,0,0,0,0,1,0,0,1,0,0
0,0.6100593088989478,4,0.2954010454819943,2,2,-0.6549964554650904,-0.8553950051156366,0.07020015202164279,-0.45004845984802494,-0.45047115813320165,-0.6761476898447034,2,0,1,0,0,1,0,1,0,1,1,1
0,-0.4452118118107757,3,1.288498907383046,0,4,1.018955522346246,-0.3225749589627526,1.4941559978729795,1.5398254895847348,0.895132171290965,1.77144085351035,1,1,0,0,0,0,0,0,0,1,1,1
0,-1.1487258922839247,4,0.2954010454819943,2,0,0.0857390949893987,1.8087052256487834,-0.4044517965954694,-1.0185838739716706,-0.29369605079184524,0.3960452349811071,1,0,1,0,0,1,1,0,0,1,0,0
2,-0.5624641585563005,1,-0.6976968164190572,3,3,-1.921292242872475,0.21024508719013135,-0.8791037452125816,-0.7343161669098478,-0.7354084254684432,-1.0188018182968104,0,0,1,0,0,0,1,0,1,0,0,0
2,0.7273116556444726,3,0.2954010454819943,4,2,-0.6549964554650904,-1.1218050281920786,1.9688079464900916,-1.0185838739716706,2.3726729801506963,1.1734874987137245,2,0,1,0,0,1,0,1,1,0,0,0
0,-0.5624641585563005,3,0.2954010454819943,0,3,0.36735368127907075,0.7430651333430154,0.544852100638755,-0.45004845984802494,0.5708521013529492,0.8955020194542533,1,0,1,0,0,0,0,1,0,1,0,0
2,-0.0934547715742012,3,1.288498907383046,3,3,-0.6549964554650904,-0.3225749589627526,-0.4044517965954694,0.9712900754610891,0.5493923908423456,-0.31321124482370827,4,0,0,1,0,0,1,0,0,1,1,0
0,1.6653304296086713,3,-0.6976968164190572,2,1,1.1930756552244597,1.2758851794958994,-0.4044517965954694,-1.0185838739716706,-0.29369605079184524,-0.8672344018201177,2,0,1,0,0,1,0,0,1,0,0,0
0,1.196321042626572,3,0.2954010454819943,2,2,-0.6549964554650904,1.2758851794958994,0.07020015202164279,-1.0185838739716706,-0.6211553371018017,-1.1991964938192738,4,1,0,0,0,1,1,0,0,1,0,1
0,0.2583022686623733,2,-0.6976968164190572,0,1,-1.1805566924179858,-0.5889849820391947,-0.8791037452125816,0.6870223683992663,0.9700424570548327,-0.5458553077701581,2,0,0,0,1,1,1,0,1,0,1,0
0,-1.3832305857749743,3,-2.6838925402211604,2,1,-0.6549964554650904,-0.05616493588631064,-0.8791037452125816,-0.45004845984802494,-0.9384808712261954,-0.3245798462264437,2,0,1,0,0,0,0,1,0,1,0,0
2,-0.21070711831972602,3,0.2954010454819943,1,3,0.36735368127907075,2.3415252718016673,0.544852100638755,1.8240931966465577,2.850151539011635,1.8081100063989837,3,0,1,0,0,1,1,0,1,0,1,0
0,0.49280696215342296,3,-1.6907946783201089,3,2,0.0857390949893987,-0.8553950051156366,0.07020015202164279,-0.45004845984802494,-0.09916774903368544,-0.30127782963049815,2,1,0,0,0,1,1,0,0,1,0,0
1,1.4308257361176215,3,1.288498907383046,0,4,0.36735368127907075,-0.3225749589627526,-0.4044517965954694,1.5398254895847348,0.5136262066580054,-0.8379426261788281,4,0,0,0,1,1,0,1,0,1,0,0
0,0.02379757517132363,4,0.2954010454819943,3,2,-0.6549964554650904,-1.1218050281920786,0.544852100638755,0.11848695427562071,0.16291890062822764,0.21314969234711414,1,0,0,0,0,0,1,0,1,0,0,0
0,1.4308257361176215,4,0.2954010454819943,4,0,-1.1805566924179858,0.21024508719013135,0.544852100638755,1.8240931966465577,1.7074219543219733,0.02874951834950769,1,1,0,0,0,1,1,0,0,1,1,0
0,0.02379757517132363,3,-0.6976968164190572,2,4,-0.24734026506113888,0.21024508719013135,-0.8791037452125816,-1.3028515810334933,-1.0739949690801949,-1.1475719875997477,4,1,0,0,0,0,1,0,0,1,1,1
2,-0.4452118118107757,2,-2.6838925402211604,3,1,-1.1805566924179858,-0.3225749589627526,-0.8791037452125816,0.9712900754610891,-0.3564855741376864,1.4305064600828803,3,1,0,0,0,1,0,0,0,1,0,0
2,1.899835123099721,4,-1.6907946783201089,3,2,0.36735368127907075,-0.8553950051156366,-0.4044517965954694,-0.1657807527862021,0.17762277634845647,-1.0078740518915943,2,0,1,0,0,0,0,1,1,0,1,1
2,0.49280696215342296,3,0.2954010454819943,3,4,0.6112993319422937,-0.3225749589627526,-0.4044517965954694,-0.7343161669098478,-0.3515180485565281,-0.6761065240773104,4,0,0,1,0,1,1,0,0,1,1,1
2,-0.7969688520473502,3,2.2815967692840973,1,0,0.36735368127907075,0.21024508719013135,1.0195040492558671,1.5398254895847348,2.9673136103586,2.1689053734129704,1,0,0,1,0,0,1,0,0,1,0,1
2,1.0790686958810471,3,0.2954010454819943,3,0,-0.24734026506113888,0.7430651333430154,0.07020015202164279,-0.45004845984802494,-0.27342854642071907,-0.6294583727024516,1,0,1,0,0,1,1,0,1,0,0,0
0,0.6100593088989478,2,-0.6976968164190572,0,2,1.018955522346246,-1.3882150512685207,-0.8791037452125816,0.9712900754610891,0.5436300611682015,0.08862724945938714,3,0,0,0,0,0,1,0,0,1,0,0
0,1.6653304296086713,2,-0.6976968164190572,2,2,0.8264746454438883,0.47665511026657337,-0.4044517965954694,-1.3028515810334933,-1.0022638996882685,-0.9548934476525047,1,1,0,0,0,1,1,0,0,1,0,0
