Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device,KM_segments,Churn
16.0,2.0,11.0,COD,Male,3.0,4.0,Regular Plus,3.0,Married,3.0,1.0,14.0,2.0,3.0,158.96,Mobile,2,0
17.0,3.0,27.0,DC,Male,3.0,5.0,Super,2.0,Divorced,5.0,0.0,19.0,1.0,3.0,193.04,Computer,2,0
0.0,3.0,15.0,DC,Male,2.0,4.0,Super,5.0,Single,8.0,0.0,23.0,0.0,3.0,134.07,Mobile,0,1
6.0,1.0,17.0,DC,Male,3.0,4.0,Regular Plus,3.0,Married,101.0,0.0,14.0,1.0,4.0,159.33,Computer,3,0
1.0,1.0,17.0,CC,Female,4.0,4.0,Regular Plus,1.0,Single,7.0,0.0,13.0,1.0,5.0,160.45,Mobile,0,0
14.0,1.0,11.0,DC,Male,2.0,1.0,Super,4.0,Single,4.0,0.0,12.0,0.0,2.0,168.7,Mobile,3,0
9.0,3.0,27.0,DC,Male,4.0,4.0,Super,5.0,Married,7.0,1.0,17.0,1.0,8.0,216.66,Mobile,3,0
14.0,3.0,11.0,Wallet,Female,3.0,4.0,Super,4.0,Married,12.0,0.0,14.0,1.0,4.0,182.15,Mobile,3,0
19.0,1.0,31.0,CC,Female,2.0,3.0,Super,3.0,Married,6.0,0.0,15.0,1.0,8.0,155.1,Mobile,2,0
28.0,1.0,8.0,CC,Female,2.0,5.0,Regular,3.0,Married,5.0,0.0,14.0,4.0,11.0,291.87,Mobile,1,0
26.0,1.0,32.0,CC,Female,3.0,5.0,Super Plus,1.0,Married,5.0,0.0,23.0,1.0,1.0,263.26,Computer,2,0
11.0,1.0,7.0,CC,Female,3.0,5.0,Regular Plus,3.0,Divorced,4.0,0.0,15.0,2.0,3.0,164.2,Mobile,2,0
7.0,1.0,10.0,DC,Male,2.0,4.0,Super,5.0,Married,9.0,0.0,14.0,0.0,9.0,163.57,Mobile,3,0
26.0,3.0,129.0,DC,Male,3.0,4.0,Regular Plus,1.0,Married,4.0,0.0,18.0,2.0,1.0,163.82,Computer,2,0
1.0,1.0,19.0,CC,Female,4.0,4.0,Regular Plus,5.0,Married,6.0,1.0,19.0,1.0,1.0,150.98,Mobile,0,1
0.0,3.0,9.0,UPI,Male,3.0,3.0,Super,5.0,Married,2.0,1.0,18.0,0.0,3.0,141.94,Mobile,0,0
6.0,1.0,7.0,COD,Male,4.0,4.0,Super,5.0,Married,6.0,0.0,15.0,2.0,3.0,165.87,Computer,3,0
2.0,3.0,16.0,DC,Male,4.0,4.0,Super,1.0,Single,5.0,0.0,17.0,2.0,8.0,177.53,Mobile,0,0
6.0,1.0,13.0,DC,Female,3.0,4.0,Regular Plus,2.0,Divorced,2.0,0.0,13.0,0.0,2.0,130.11,Mobile,2,0
9.0,3.0,17.0,DC,Female,4.0,4.0,HNI,4.0,Married,7.0,0.0,22.0,2.0,8.0,198.14,Mobile,1,1
0.0,3.0,14.0,Wallet,Male,2.0,4.0,Super,2.0,Single,2.0,1.0,12.0,7.0,4.0,158.28,Mobile,1,1
1.0,3.0,22.0,UPI,Male,3.0,2.0,Super,3.0,Married,12.0,0.0,15.0,2.0,3.0,176.07,Computer,0,1
1.0,1.0,18.0,COD,Male,3.0,4.0,Regular Plus,3.0,Single,7.0,1.0,15.0,3.0,3.0,165.41,Mobile,0,1
1.0,1.0,11.0,DC,Male,3.0,5.0,Regular Plus,1.0,Married,2.0,0.0,18.0,1.0,5.0,156.62,Computer,0,0
5.0,3.0,14.0,CC,Male,2.0,1.0,Super,1.0,Married,2.0,0.0,15.0,0.0,8.0,162.09,Mobile,2,0
8.0,1.0,15.0,CC,Male,3.0,2.0,Super,3.0,Married,4.0,0.0,13.0,2.0,3.0,169.04,Mobile,2,0
12.0,1.0,15.0,CC,Female,3.0,4.0,Regular Plus,3.0,Married,11.0,0.0,22.0,1.0,1.0,160.06,Mobile,2,0
5.0,1.0,12.0,COD,Male,3.0,4.0,Regular Plus,1.0,Married,2.0,1.0,13.0,2.0,4.0,165.25,Mobile,2,0
9.0,1.0,8.0,CC,Female,3.0,5.0,Super,1.0,Married,2.0,0.0,13.0,1.0,1.0,165.25,Mobile,2,0
8.0,1.0,16.0,CC,Female,2.0,3.0,Super,3.0,Single,4.0,1.0,16.0,1.0,4.0,161.42,Mobile,2,0
10.0,1.0,11.0,DC,Female,4.0,4.0,Super,4.0,Married,9.0,0.0,14.0,2.0,3.0,176.31,Mobile,3,0
3.0,3.0,34.0,DC,Female,3.0,1.0,Super Plus,4.0,Single,8.0,1.0,16.0,1.0,0.0,232.94,Mobile,0,1
8.0,1.0,16.0,CC,Male,4.0,2.0,Regular Plus,1.0,Married,2.0,1.0,16.0,2.0,3.0,159.32,Mobile,2,0
0.0,1.0,26.0,DC,Male,3.0,3.0,HNI,3.0,Married,4.0,0.0,12.0,1.0,0.0,198.24,Computer,0,1
22.0,1.0,7.0,DC,Female,3.0,5.0,Super Plus,5.0,Married,9.0,0.0,12.0,1.0,3.0,279.02,Mobile,3,0
6.0,3.0,6.0,CC,Male,2.0,1.0,Super,5.0,Married,2.0,0.0,22.0,0.0,8.0,140.37,Mobile,3,0
1.0,1.0,22.0,DC,Female,4.0,4.0,Regular Plus,2.0,Married,5.0,1.0,14.0,2.0,1.0,157.15,Mobile,0,1
20.0,3.0,21.0,Wallet,Female,4.0,5.0,HNI,2.0,Divorced,6.0,1.0,22.0,2.0,3.0,218.71,Mobile,2,0
3.0,1.0,10.0,CC,Male,3.0,4.0,Regular Plus,5.0,Married,3.0,1.0,19.0,1.0,6.0,172.23,Mobile,0,0
1.0,1.0,24.0,COD,Male,3.0,4.0,Regular Plus,4.0,Divorced,2.0,1.0,17.0,2.0,2.0,155.58,Mobile,0,0
22.0,1.0,16.0,UPI,Female,2.0,3.0,HNI,4.0,Married,6.0,0.0,13.0,0.0,7.0,176.03,Mobile,3,0
22.0,1.0,29.0,CC,Female,3.0,4.0,Super Plus,1.0,Married,5.0,0.0,12.0,1.0,8.0,296.74,Computer,2,0
21.0,1.0,16.0,DC,Male,3.0,4.0,Regular,3.0,Divorced,9.0,0.0,13.0,1.0,3.0,315.0,Mobile,1,0
10.0,1.0,25.0,CC,Female,4.0,4.0,Regular Plus,2.0,Single,3.0,0.0,14.0,2.0,8.0,146.53,Computer,2,0
16.0,1.0,15.0,CC,Male,3.0,3.0,Super,3.0,Married,4.0,1.0,13.0,2.0,7.0,156.79,Computer,2,0
0.0,3.0,8.0,DC,Male,2.0,5.0,Super,2.0,Single,4.0,0.0,20.0,1.0,0.0,150.71,Computer,0,0
16.0,1.0,13.0,CC,Male,3.0,4.0,Super Plus,5.0,Married,3.0,0.0,18.0,6.0,8.0,303.65,Mobile,1,0
9.0,2.0,33.0,DC,Female,3.0,4.0,HNI,1.0,Single,3.0,1.0,17.0,2.0,8.0,165.25,Mobile,2,0
9.0,1.0,29.0,CC,Female,3.0,3.0,Super,4.0,Married,5.0,0.0,22.0,1.0,7.0,190.26,Mobile,3,1
26.0,3.0,36.0,DC,Male,3.0,4.0,Regular,1.0,Married,5.0,0.0,16.0,2.0,1.0,159.82,Computer,2,0
9.0,3.0,8.0,Wallet,Female,3.0,5.0,Super,1.0,Married,3.0,1.0,20.0,0.0,3.0,154.05,Mobile,2,0
3.0,1.0,9.0,DC,Male,3.0,4.0,Super Plus,2.0,Married,9.0,0.0,12.0,8.0,6.0,246.69,Computer,1,1
8.0,1.0,8.0,CC,Female,2.0,3.0,Super,4.0,Single,6.0,0.0,11.0,0.0,2.0,165.25,Computer,3,0
24.0,3.0,16.0,Wallet,Male,3.0,4.0,Regular,3.0,Married,6.0,1.0,17.0,1.0,1.0,318.31,Mobile,1,0
8.0,1.0,22.0,CC,Male,3.0,4.0,Regular Plus,3.0,Married,4.0,1.0,19.0,3.0,1.0,164.15,Computer,2,0
8.0,3.0,6.0,Wallet,Male,2.0,3.0,Super,3.0,Divorced,10.0,0.0,11.0,3.0,9.0,147.17,Mobile,3,0
14.0,1.0,12.0,CC,Male,2.0,3.0,Regular Plus,5.0,Single,3.0,1.0,13.0,1.0,17.0,147.21,Mobile,3,0
4.0,3.0,15.0,UPI,Male,2.0,3.0,Super,5.0,Single,12.0,0.0,15.0,0.0,3.0,1946.0,Computer,3,0
30.0,1.0,29.0,DC,Male,2.0,3.0,Regular Plus,3.0,Married,2.0,0.0,12.0,2.0,2.0,123.72,Mobile,0,0
9.0,1.0,9.0,DC,Male,3.0,1.0,Super,5.0,Married,7.0,0.0,20.0,0.0,4.0,168.42,Mobile,3,0
17.0,3.0,38.0,CC,Male,4.0,5.0,HNI,1.0,Married,7.0,0.0,15.0,2.0,1.0,235.98000000000002,Mobile,2,0
7.0,3.0,11.0,Wallet,Female,3.0,3.0,Regular Plus,3.0,Divorced,11.0,0.0,18.0,1.0,2.0,128.31,Computer,2,0
19.0,1.0,16.0,CC,Male,4.0,4.0,Regular,5.0,Married,9.0,1.0,16.0,2.0,5.0,326.59,Mobile,1,1
11.0,3.0,13.0,CC,Female,3.0,3.0,Regular Plus,3.0,Married,3.0,1.0,11.0,4.0,7.0,126.55000000000001,Computer,2,1
5.0,1.0,8.0,DC,Female,2.0,3.0,Super,3.0,Single,5.0,1.0,14.0,1.0,7.0,149.98,Computer,2,0
6.0,1.0,21.0,DC,Female,4.0,4.0,Super,1.0,Married,6.0,1.0,14.0,2.0,6.0,194.22,Mobile,2,0
99.0,1.0,33.0,DC,Female,3.0,4.0,Regular Plus,3.0,Divorced,9.0,1.0,12.0,1.0,2.0,146.32,Mobile,0,1
4.0,1.0,10.0,CC,Female,3.0,1.0,Regular Plus,3.0,Married,107.0,0.0,12.0,1.0,2.0,139.78,Mobile,3,0
4.0,1.0,20.0,DC,Female,4.0,2.0,HNI,5.0,Divorced,3.0,1.0,14.0,1.0,8.0,241.16000000000003,Mobile,3,0
1.0,3.0,8.0,DC,Male,3.0,6.0,Super,4.0,Single,8.0,0.0,16.0,1.0,1.0,1978.0,Mobile,1,1
11.0,2.0,8.0,UPI,Male,3.0,3.0,Regular Plus,4.0,Married,6.0,0.0,13.0,3.0,8.0,125.91999999999999,Computer,3,0
1.0,1.0,7.0,DC,Female,4.0,6.0,Regular Plus,2.0,Married,5.0,0.0,15.0,3.0,1.0,168.64,Computer,0,0
5.0,2.0,20.0,CC,Female,4.0,2.0,Regular Plus,4.0,Single,15.0,0.0,19.0,1.0,3.0,149.09,Mobile,3,0
30.0,2.0,8.0,UPI,Female,2.0,4.0,Regular,1.0,Married,10.0,0.0,21.0,0.0,2.0,165.25,Computer,2,0
1.0,1.0,16.0,CC,Male,4.0,5.0,Regular Plus,3.0,Married,2.0,1.0,18.0,2.0,1.0,158.88,Mobile,0,1
3.0,3.0,17.0,CC,Male,3.0,5.0,Super,3.0,Single,11.0,0.0,12.0,2.0,5.0,183.69,Mobile,0,0
5.0,1.0,37.0,CC,Female,3.0,3.0,Regular Plus,3.0,Single,14.0,0.0,12.0,6.0,7.0,146.25,Computer,2,0
1.0,1.0,14.0,DC,Male,3.0,5.0,Regular Plus,1.0,Married,3.0,1.0,14.0,1.0,1.0,153.53,Others,0,1
5.0,1.0,9.0,DC,Male,4.0,4.0,Regular Plus,3.0,Married,3.0,0.0,15.0,1.0,4.0,159.77,Mobile,2,0
12.0,3.0,14.0,DC,Male,2.0,1.0,HNI,3.0,Single,2.0,0.0,19.0,1.0,7.0,181.8,Mobile,2,0
20.0,1.0,29.0,DC,Male,3.0,4.0,Regular,4.0,Divorced,8.0,0.0,12.0,2.0,4.0,317.81,Mobile,1,0
30.0,3.0,16.0,DC,Female,2.0,4.0,Super,1.0,Single,116.0,0.0,17.0,0.0,5.0,158.71,Mobile,2,0
0.0,3.0,13.0,Wallet,Male,2.0,4.0,Super,4.0,Single,5.0,1.0,14.0,1.0,2.0,201.07,Others,0,1
22.0,3.0,22.0,Wallet,Female,3.0,3.0,Super,1.0,Single,6.0,0.0,12.0,0.0,3.0,150.07,Mobile,2,0
13.0,3.0,28.0,DC,Female,3.0,6.0,Super,3.0,Married,8.0,0.0,20.0,1.0,3.0,182.36,Computer,2,0
16.0,1.0,21.0,CC,Female,4.0,2.0,Super,4.0,Married,9.0,1.0,18.0,1.0,3.0,155.72,Mobile,3,0
5.0,1.0,12.0,COD,Male,3.0,4.0,Regular Plus,2.0,Divorced,2.0,1.0,13.0,1.0,4.0,173.21,Mobile,2,0
2.0,3.0,23.0,DC,Male,4.0,4.0,Super,1.0,Single,7.0,0.0,17.0,2.0,8.0,177.53,Mobile,0,0
14.0,3.0,14.0,Wallet,Female,2.0,3.0,Super,4.0,Married,6.0,0.0,21.0,1.0,4.0,143.93,Mobile,3,0
5.0,1.0,12.0,DC,Male,2.0,3.0,Regular Plus,3.0,Single,4.0,0.0,20.0,0.0,4.0,130.38,Mobile,2,0
9.0,3.0,13.0,Wallet,Female,2.0,1.0,Super,5.0,Married,3.0,0.0,16.0,5.0,13.0,146.39,Computer,3,0
23.0,1.0,6.0,DC,Female,3.0,3.0,Regular,4.0,Married,4.0,1.0,19.0,0.0,7.0,281.72,Computer,1,0
8.0,2.0,23.0,DC,Male,3.0,5.0,Super,4.0,Married,8.0,0.0,12.0,1.0,9.0,173.9,Computer,3,0
7.0,1.0,34.0,DC,Male,2.0,4.0,Regular,3.0,Married,5.0,1.0,23.0,0.0,0.0,131.61,Others,0,1
16.0,1.0,23.0,CC,Male,4.0,2.0,Super,5.0,Married,7.0,0.0,21.0,2.0,1.0,186.38,Mobile,3,0
1.0,1.0,16.0,CC,Male,3.0,4.0,Regular Plus,4.0,Married,8.0,0.0,19.0,3.0,3.0,145.24,Computer,0,0
14.0,3.0,19.0,DC,Male,3.0,3.0,HNI,3.0,Married,4.0,1.0,15.0,0.0,7.0,186.89,Mobile,2,0
11.0,3.0,8.0,DC,Female,2.0,3.0,Super,5.0,Married,4.0,0.0,15.0,0.0,7.0,168.93,Mobile,3,0
30.0,3.0,23.0,Wallet,Female,3.0,5.0,Super,5.0,Married,5.0,0.0,19.0,1.0,1.0,180.8,Mobile,3,0
0.0,3.0,25.0,COD,Female,2.0,3.0,Super,4.0,Single,5.0,0.0,12.0,0.0,0.0,163.65,Computer,0,1
1.0,1.0,35.0,CC,Male,3.0,5.0,Regular Plus,4.0,Single,9.0,1.0,22.0,2.0,3.0,153.13,Mobile,0,1
23.0,3.0,25.0,Wallet,Female,4.0,4.0,Super,1.0,Single,9.0,0.0,14.0,1.0,5.0,173.07,Mobile,2,0
20.0,1.0,9.0,COD,Male,3.0,4.0,Super,2.0,Married,4.0,0.0,12.0,2.0,5.0,198.79,Mobile,2,0
27.0,3.0,19.0,Wallet,Male,4.0,4.0,Super Plus,1.0,Married,5.0,0.0,15.0,3.0,3.0,245.36,Others,2,0
1.0,3.0,11.0,DC,Female,3.0,5.0,Super,2.0,Single,3.0,1.0,12.0,1.0,4.0,169.87,Mobile,0,0
0.0,1.0,20.0,DC,Male,3.0,3.0,Regular Plus,4.0,Single,4.0,1.0,24.0,1.0,0.0,130.72,Mobile,0,1
12.0,1.0,15.0,DC,Male,4.0,5.0,Super,3.0,Married,5.0,0.0,13.0,3.0,8.0,183.21,Computer,2,0
1.0,3.0,20.0,DC,Male,4.0,5.0,Regular Plus,5.0,Divorced,7.0,0.0,14.0,2.0,3.0,173.0,Mobile,0,1
21.0,3.0,21.0,Wallet,Male,3.0,4.0,Super,5.0,Single,4.0,0.0,13.0,2.0,8.0,174.6,Mobile,3,0
4.0,1.0,15.0,DC,Male,2.0,4.0,Regular Plus,4.0,Single,1.0,1.0,16.0,2.0,2.0,126.57,Mobile,3,0
99.0,1.0,7.0,CC,Female,2.0,5.0,HNI,5.0,Single,5.0,0.0,21.0,5.0,9.0,199.84,Computer,1,0
10.0,1.0,6.0,COD,Female,2.0,3.0,HNI,2.0,Single,5.0,0.0,17.0,1.0,2.0,174.91,Mobile,2,0
16.0,1.0,19.0,DC,Male,1.0,3.0,HNI,3.0,Married,5.0,0.0,18.0,1.0,9.0,182.1,Mobile,2,0
5.0,1.0,36.0,DC,Male,3.0,3.0,Super,1.0,Married,6.0,0.0,16.0,1.0,7.0,155.09,Computer,2,0
0.0,3.0,21.0,Wallet,Female,3.0,4.0,Super,2.0,Divorced,3.0,1.0,11.0,2.0,4.0,158.69,Mobile,0,0
1.0,1.0,18.0,DC,Male,3.0,4.0,Regular,5.0,Single,5.0,0.0,28.0,1.0,1.0,151.52,Others,0,0
8.0,3.0,22.0,DC,Female,4.0,4.0,Super,5.0,Married,10.0,0.0,18.0,2.0,3.0,193.0,Mobile,3,0
18.0,1.0,6.0,CC,Female,3.0,3.0,Regular Plus,2.0,Married,4.0,0.0,14.0,0.0,2.0,122.69999999999999,Mobile,2,0
5.0,3.0,14.0,DC,Male,3.0,5.0,Regular Plus,3.0,Divorced,5.0,0.0,16.0,4.0,3.0,148.29,Mobile,2,0
15.0,1.0,14.0,DC,Male,2.0,3.0,Regular Plus,3.0,Single,5.0,0.0,13.0,1.0,0.0,139.68,Mobile,2,0
23.0,1.0,11.0,CC,Male,3.0,5.0,Regular,3.0,Divorced,4.0,0.0,14.0,1.0,1.0,312.11,Mobile,1,0
7.0,3.0,8.0,Wallet,Female,3.0,3.0,Regular Plus,3.0,Divorced,7.0,0.0,18.0,1.0,2.0,122.31,Computer,2,0
18.0,1.0,15.0,DC,Male,2.0,3.0,Super,4.0,Married,9.0,0.0,18.0,1.0,15.0,123.47999999999999,Mobile,3,0
15.0,1.0,15.0,CC,Female,3.0,3.0,Super,1.0,Single,2.0,0.0,13.0,0.0,8.0,136.73,Computer,2,0
3.0,1.0,17.0,CC,Male,3.0,3.0,Super,5.0,Married,2.0,0.0,11.0,0.0,10.0,130.72,Computer,0,0
15.0,1.0,20.0,CC,Male,2.0,4.0,Super,4.0,Divorced,3.0,0.0,16.0,7.0,7.0,156.41,Mobile,1,1
2.0,1.0,14.0,CC,Male,3.0,4.0,Super,1.0,Married,2.0,1.0,15.0,1.0,3.0,165.25,Mobile,0,0
11.0,1.0,23.0,DC,Male,3.0,4.0,Super,4.0,Single,4.0,1.0,14.0,1.0,2.0,168.97,Mobile,3,0
16.0,1.0,18.0,CC,Male,3.0,5.0,Super,4.0,Divorced,6.0,0.0,16.0,8.0,8.0,175.41,Mobile,1,1
4.0,1.0,14.0,DC,Female,3.0,3.0,Super Plus,4.0,Single,4.0,0.0,11.0,1.0,0.0,264.22,Mobile,3,0
3.0,3.0,12.0,CC,Male,3.0,5.0,Super,4.0,Married,3.0,1.0,14.0,1.0,10.0,166.87,Mobile,0,0
16.0,1.0,9.0,CC,Male,3.0,4.0,Regular Plus,2.0,Single,7.0,1.0,15.0,1.0,3.0,150.15,Computer,2,0
1.0,1.0,14.0,COD,Male,3.0,4.0,Regular Plus,1.0,Married,5.0,1.0,16.0,5.0,7.0,166.91,Mobile,0,1
16.0,1.0,36.0,CC,Male,3.0,6.0,Super,2.0,Single,6.0,0.0,20.0,2.0,1.0,167.72,Mobile,2,0
23.0,1.0,18.0,UPI,Female,3.0,4.0,HNI,4.0,Divorced,6.0,0.0,12.0,1.0,8.0,205.03,Mobile,3,0
17.0,1.0,16.0,COD,Female,4.0,5.0,HNI,1.0,Married,6.0,0.0,19.0,2.0,10.0,230.69,Mobile,1,1
0.0,2.0,30.0,UPI,Male,2.0,1.0,Regular Plus,5.0,Married,3.0,0.0,17.0,1.0,0.0,132.56,Mobile,0,1
27.0,1.0,9.0,CC,Male,3.0,2.0,Super Plus,4.0,Single,6.0,0.0,13.0,7.0,9.0,290.98,Mobile,1,0
1.0,1.0,14.0,DC,Female,3.0,4.0,Super,3.0,Married,6.0,1.0,20.0,2.0,3.0,168.71,Mobile,0,1
99.0,1.0,43.0,UPI,Male,3.0,4.0,Super,1.0,Single,3.0,0.0,28.0,7.0,18.0,174.41,Mobile,1,0
10.0,1.0,32.0,CC,Female,4.0,4.0,Super,4.0,Married,10.0,0.0,24.0,2.0,8.0,221.26,Mobile,3,1
4.0,3.0,29.0,Wallet,Male,4.0,5.0,Super,3.0,Married,4.0,1.0,13.0,2.0,1.0,1877.0,Mobile,2,1
4.0,1.0,11.0,COD,Male,2.0,3.0,Regular Plus,1.0,Married,1.0,1.0,12.0,1.0,3.0,148.21,Mobile,2,0
1.0,1.0,17.0,CC,Female,3.0,4.0,Regular Plus,4.0,Single,4.0,0.0,16.0,1.0,3.0,161.95,Mobile,0,0
6.0,1.0,18.0,CC,Male,2.0,3.0,Regular Plus,2.0,Divorced,1.0,0.0,13.0,1.0,10.0,134.81,Mobile,2,0
15.0,1.0,29.0,DC,Female,2.0,3.0,Super Plus,2.0,Single,3.0,0.0,14.0,0.0,0.0,259.92,Mobile,2,0
28.0,1.0,20.0,DC,Female,4.0,4.0,Super,3.0,Married,9.0,0.0,12.0,1.0,4.0,153.97,Mobile,0,0
5.0,1.0,13.0,DC,Male,3.0,1.0,Regular Plus,4.0,Married,5.0,1.0,12.0,1.0,5.0,132.98,Mobile,3,0
20.0,2.0,12.0,CC,Male,4.0,4.0,Super,4.0,Married,3.0,1.0,23.0,2.0,3.0,175.21,Mobile,3,0
4.0,1.0,9.0,CC,Male,3.0,3.0,HNI,3.0,Married,10.0,0.0,12.0,2.0,2.0,236.75,Computer,1,0
11.0,1.0,22.0,DC,Male,0.0,4.0,Super,5.0,Married,7.0,0.0,15.0,1.0,2.0,163.88,Others,3,0
11.0,3.0,34.0,DC,Female,4.0,2.0,Super,3.0,Single,6.0,1.0,13.0,2.0,4.0,188.97,Computer,2,1
0.0,1.0,34.0,CC,Male,2.0,2.0,Regular Plus,2.0,Divorced,3.0,1.0,12.0,0.0,4.0,129.25,Mobile,0,0
29.0,1.0,19.0,CC,Male,2.0,3.0,Super Plus,2.0,Divorced,9.0,0.0,11.0,0.0,1.0,213.02999999999997,Mobile,2,0
0.0,3.0,29.0,DC,Female,2.0,4.0,HNI,5.0,Married,2.0,0.0,13.0,1.0,10.0,173.36,Mobile,0,1
8.0,1.0,12.0,DC,Male,2.0,4.0,HNI,4.0,Married,6.0,0.0,20.0,6.0,4.0,204.74,Mobile,1,0
9.0,3.0,28.0,Wallet,Male,2.0,5.0,Super,1.0,Married,3.0,0.0,25.0,5.0,11.0,156.06,Mobile,2,0
13.0,2.0,14.0,DC,Female,3.0,5.0,Super,1.0,Married,10.0,0.0,12.0,2.0,5.0,179.04,Mobile,2,0
11.0,1.0,21.0,DC,Male,4.0,2.0,Regular Plus,1.0,Single,7.0,0.0,18.0,2.0,1.0,174.8,Mobile,2,0
1.0,1.0,11.0,COD,Male,3.0,5.0,Super,5.0,Divorced,9.0,0.0,22.0,1.0,1.0,169.98,Computer,0,0
25.0,3.0,37.0,DC,Male,2.0,3.0,Regular Plus,1.0,Married,6.0,0.0,16.0,1.0,0.0,141.82,Computer,2,0
3.0,1.0,14.0,CC,Female,4.0,5.0,Regular Plus,1.0,Married,8.0,0.0,15.0,2.0,4.0,150.32,Mobile,0,0
11.0,1.0,12.0,DC,Female,3.0,4.0,Super,5.0,Single,5.0,1.0,13.0,4.0,12.0,159.8,Others,3,0
99.0,1.0,19.0,CC,Male,2.0,4.0,Super,3.0,Married,7.0,0.0,17.0,1.0,0.0,168.32,Mobile,0,0
0.0,1.0,21.0,DC,Female,3.0,4.0,Regular Plus,5.0,Married,1.0,0.0,19.0,7.0,3.0,147.74,Computer,0,0
2.0,3.0,16.0,DC,Male,2.0,3.0,Regular Plus,3.0,Single,2.0,0.0,11.0,0.0,0.0,126.41999999999999,Mobile,0,0
24.0,1.0,18.0,CC,Female,3.0,5.0,Regular,3.0,Married,9.0,1.0,15.0,5.0,9.0,319.4,Mobile,1,0
13.0,1.0,16.0,DC,Female,2.0,1.0,Regular Plus,3.0,Married,4.0,1.0,13.0,0.0,7.0,122.13,Mobile,2,0
1.0,1.0,6.0,DC,Male,2.0,3.0,Regular Plus,1.0,Married,2.0,0.0,11.0,0.0,3.0,120.44,Mobile,0,0
8.0,1.0,10.0,DC,Male,2.0,3.0,Super,3.0,Single,2.0,1.0,11.0,1.0,1.0,142.49,Computer,2,0
10.0,1.0,31.0,CC,Female,3.0,3.0,Super,3.0,Married,4.0,1.0,15.0,3.0,7.0,144.49,Computer,2,0
0.0,1.0,9.0,DC,Male,2.0,3.0,Regular Plus,3.0,Single,2.0,0.0,13.0,0.0,0.0,114.19999999999999,Mobile,0,1
15.0,1.0,16.0,DC,Male,4.0,4.0,Regular Plus,5.0,Married,3.0,0.0,21.0,2.0,5.0,1928.0,Mobile,1,0
13.0,3.0,9.0,DC,Male,3.0,2.0,HNI,3.0,Single,2.0,0.0,19.0,1.0,8.0,203.8,Mobile,2,0
7.0,1.0,17.0,DC,Male,2.0,4.0,Super,1.0,Married,4.0,0.0,14.0,4.0,13.0,141.86,Others,2,0
1.0,1.0,13.0,CC,Male,4.0,4.0,Regular,3.0,Divorced,5.0,0.0,21.0,3.0,3.0,152.73,Mobile,0,0
0.0,3.0,16.0,Wallet,Female,3.0,3.0,Super,3.0,Married,2.0,1.0,12.0,0.0,3.0,142.6,Mobile,0,0
17.0,1.0,16.0,DC,Male,3.0,4.0,Regular Plus,3.0,Single,6.0,0.0,14.0,2.0,3.0,149.38,Computer,2,0
7.0,1.0,13.0,DC,Male,3.0,3.0,Super,3.0,Single,6.0,0.0,12.0,1.0,2.0,141.33,Computer,2,0
27.0,3.0,9.0,Wallet,Female,2.0,3.0,Super,5.0,Married,3.0,0.0,14.0,1.0,5.0,159.4,Mobile,3,0
3.0,3.0,13.0,Wallet,Male,2.0,3.0,Regular Plus,4.0,Single,1.0,0.0,14.0,0.0,2.0,129.83,Mobile,0,0
9.0,3.0,13.0,Wallet,Female,2.0,4.0,Super,5.0,Divorced,3.0,0.0,16.0,5.0,13.0,146.39,Computer,3,0
99.0,1.0,22.0,DC,Male,4.0,4.0,Regular Plus,1.0,Married,9.0,0.0,19.0,2.0,1.0,152.8,Mobile,2,0
1.0,1.0,30.0,CC,Male,2.0,3.0,Regular Plus,2.0,Divorced,2.0,0.0,12.0,0.0,2.0,134.13,Mobile,0,0
13.0,1.0,15.0,UPI,Male,2.0,3.0,Super,3.0,Married,4.0,0.0,11.0,1.0,7.0,139.75,Computer,2,0
11.0,3.0,19.0,Wallet,Female,2.0,4.0,Super,1.0,Single,4.0,0.0,21.0,1.0,5.0,165.25,Mobile,2,0
22.0,3.0,27.0,DC,Male,4.0,4.0,Super,3.0,Married,12.0,0.0,16.0,8.0,8.0,1835.0,Mobile,1,0
25.0,1.0,40.0,CC,Female,2.0,1.0,Super Plus,3.0,Divorced,6.0,1.0,13.0,0.0,2.0,238.47000000000003,Computer,0,0
7.0,1.0,16.0,CC,Male,2.0,3.0,Regular Plus,3.0,Married,2.0,1.0,17.0,2.0,0.0,138.15,Computer,2,0
21.0,1.0,12.0,DC,Male,3.0,4.0,Super,3.0,Single,3.0,0.0,13.0,0.0,2.0,142.4,Mobile,2,0
11.0,1.0,10.0,DC,Male,2.0,3.0,Super,3.0,Divorced,10.0,0.0,15.0,0.0,0.0,171.53,Mobile,2,0
15.0,3.0,11.0,Wallet,Female,3.0,4.0,HNI,3.0,Married,2.0,1.0,14.0,1.0,3.0,229.47,Mobile,2,0
21.0,1.0,24.0,UPI,Female,3.0,3.0,Regular Plus,5.0,Married,12.0,0.0,12.0,6.0,6.0,124.66999999999999,Mobile,3,0
12.0,1.0,14.0,CC,Male,3.0,4.0,Super,3.0,Married,1.0,0.0,16.0,0.0,7.0,131.69,Mobile,2,0
